name_indication,name_activeindication,name_stagegroup,name_cropstage,name_app,name_refapp,bbch_specific,count,summass,name_refapp_adj,treatment,remarks
OTHERS,FUNGICIDES-ACTIV,2 PRE-EM,S0109-PRE-EM-SPRING-OSR,-,undefined,9,1,0.028,undefined,undefined,could be soil for pre treatment stage
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,0009-BUDDING,-,undefined,9,2,0.178,undefined,undefined,could be soil for pre treatment stage
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,1012-COTYL-2.LEAF-CORN,HIGH-TRACTOR,Boom sprayer,1019,2,0.004,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,1012-COTYL-2.LEAF-CORN,TRACTOR-APPLICATION,Boom sprayer,1019,2,0.004,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,1057-LEAF DEVELOP.,-,undefined,1019,3,1.224,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,1057-LEAF DEVELOP.,BROAD,Boom sprayer,1019,1,0.085,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,1316-3.-6.LEAF-CORN,-,undefined,1019,1,1.103,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,1316-3.-6.LEAF-CORN,HIGH-TRACTOR,Boom sprayer,1019,7,0.426,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,1316-3.-6.LEAF-CORN,TRACTOR-APPLICATION,Boom sprayer,1019,7,0.02,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,1790-7.LEAF-LATER-CORN,-,undefined,1092,1,2.812,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,1790-7.LEAF-LATER-CORN,BROAD,Boom sprayer,1092,2,0.035,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,1790-7.LEAF-LATER-CORN,HIGH-TRACTOR,Boom sprayer,1092,7,0.472,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,21 FOLIAR-TREATMENT,1790-7.LEAF-LATER-CORN,TRACTOR-APPLICATION,Boom sprayer,1092,6,0.019,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,22 PRE-FLOWERING,4159-INFLORESCENCE,-,undefined,4049,4,14.983,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,22 PRE-FLOWERING,4159-INFLORESCENCE,SPRAYING,Boom sprayer,4049,1,0.001,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,6169-FLOWERING,HIGH-TRACTOR,Boom sprayer,6069,9,0.301,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,6169-FLOWERING,TRACTOR-APPLICATION,Boom sprayer,6069,7,0.018,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,7192-POST-FLOWERING,TRACTOR-APPLICATION,Boom sprayer,7079,4,0.012,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,A6069-FLOWERING-AUT-CER,-,undefined,6069,1,1.283,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,A7090-POST-FLOWERING-AUT-CER,-,undefined,7079,1,0.542,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S5059-INFLORESCENCE-SPR-CER,-,undefined,5059,1,0.177,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S6064-FLOWERING-SPR-OSR,-,undefined,6069,1,0.001,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S6069-FLOWERING-SPR-CER,-,undefined,6069,3,0.439,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S6069-FLOWERING-SPR-CER,TRACTOR-APPLICATION,Boom sprayer,6069,1,0.056,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S6069-FLOWERING-SPR-LEG,-,undefined,6069,2,0.116,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S7090-POST-FLOWERING-SPR-CER,-,undefined,7079,1,4.397,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,3 FLOWERING,5069-FLOWERING,-,undefined,5059,2,18.265,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,3 FLOWERING,5069-FLOWERING,BACKPACK-APPLICATION,Hand operated sprayer,5059,1,0.005,Hand operated sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 FLOWERING,5069-FLOWERING,TRACTOR-APPLICATION,Boom sprayer,5059,2,0.006,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 FLOWERING,5265-PINH-TO-FLOWERI,HIGH-TRACTOR,Boom sprayer,5059,2,0.003,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 FLOWERING,6069-FLOWERING,-,undefined,6069,3,0.148,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,3 FLOWERING,6069-FLOWERING,BROAD,Boom sprayer,6069,2,0.204,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 FLOWERING,6070-FLOWERING,SPRAYING,Boom sprayer,6069,2,0.006,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 FLOWERING,6070-FLOWERING,TRACTOR-APPLICATION,Boom sprayer,6069,1,0.027,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 FLOWERING,7171-FRUIT-SET,TRACTOR-APPLICATION,Boom sprayer,7079,1,0.001,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,3 POST-EM,1092H-POST-EM,-,undefined,1092,3,6.293,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,6797-POST-FLOWERING,HIGH-TRACTOR,Boom sprayer,7079,3,0.183,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7089-RIPENING,-,undefined,7079,2,16.951,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7089-RIPENING,HIGH-TRACTOR,Boom sprayer,7079,8,0.608,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7089-RIPENING,TRACTOR-APPLICATION,Boom sprayer,7079,8,0.24,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7097-RIPENING,BROAD,Boom sprayer,7079,1,0.051,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7172-EARLY-SUMMER,TRACTOR-APPLICATION,Boom sprayer,7079,1,0.071,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7172-FRUIT-UP-TO-2CM,-,undefined,7079,7,2.073,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7172-FRUIT-UP-TO-2CM,SPRAYING,Boom sprayer,7079,1,0.001,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7179-POST-FLOWERING,-,undefined,7079,2,0.644,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7179-POST-FLOWERING,BROAD,Boom sprayer,7079,3,1.486,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7179-POST-FLOWERING,TRACTOR-APPLICATION,Boom sprayer,7079,1,0.051,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7375-BERRIES-PEA-SIZ,BACKPACK-APPLICATION,Hand operated sprayer,7079,8,0.898,Hand operated sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7375-BERRIES-PEA-SIZ,TRACTOR-APPLICATION,Boom sprayer,7079,10,0.411,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7379-FRUIT-FROM-2CM,-,undefined,7079,1,8.794,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,8190-RIPENING,BROAD,Boom sprayer,8089,1,0.115,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,31 POST-FLOWERING,8190-RIPENING,TRACTOR-APPLICATION,Boom sprayer,8089,3,0.015,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,4 FRUITING,7689-WATER-STAGE/KERNEL-FILL,SPRAYING,Boom sprayer,7079,1,0.001,Boom sprayer,crop,
OTHERS,FUNGICIDES-ACTIV,9 PRE-HARVEST,S9199-PRE-HARVEST-SPR-LEG,-,undefined,9099,8,2.666,undefined,crop,
OTHERS,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,-,undefined,NA,93,97.236,undefined,undefined,
OTHERS,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,SEED-DRESSING-INDUSTRY,Seed treatment,NA,2,0.018,Seed treatment,seed,
OTHERS,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,SEED-TREATMENT,Seed treatment,NA,13,0.841,Seed treatment,seed,
OTHERS,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,SPRAYING,Boom sprayer,NA,2,0.004,Boom sprayer,undefined,
OTHERS,GROWTH-REGULATORS-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,-,undefined,9,4,12.385,undefined,soil,
OTHERS,GROWTH-REGULATORS-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,HELICOPTER/AIRPLANE,Aerial application,9,2,0.932,Aerial application,soil,soil using aerial?
OTHERS,GROWTH-REGULATORS-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,HIGH-TRACTOR,Boom sprayer,9,8,0.646,Boom sprayer,soil,soil using boom sprayer growth regulator
OTHERS,GROWTH-REGULATORS-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,IN-FURROW,Soil incorporation,9,2,1.258,Soil incorporation,soil,
OTHERS,GROWTH-REGULATORS-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,TRACTOR-APPLICATION,Boom sprayer,9,4,2.426,Boom sprayer,soil,soil using boom sprayer growth regulator
OTHERS,GROWTH-REGULATORS-ACTIV,00 SEED-DRESSING,0000-SEED-DRESSING,SEED-TREATMENT,Seed treatment,9,54,72.375,Seed treatment,seed,
OTHERS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,0029-EARLY-TREATMENT,BACKPACK-APPLICATION,Hand operated sprayer,9,1,0.075,Hand operated sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,0029-EARLY-TREATMENT,CROP-TREATMENT-BY-JETTING,Boom sprayer,9,2,0.125,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,0029-EARLY-TREATMENT,TRACTOR-APPLICATION,Boom sprayer,9,2,1.048,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1313-POST-EM-EARLY 2-SPR-CER,TRACTOR-APPLICATION,Boom sprayer,1019,2,0.246,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1421-TILLERING-EARLY-SPR-CER,HIGH-TRACTOR,Boom sprayer,1019,2,0.503,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1421-TILLERING-EARLY-SPR-CER,TRACTOR-APPLICATION,Boom sprayer,1019,2,0.118,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,0911-1-2.LEAF,TRACTOR-APPLICATION,Boom sprayer,1019,4,0.19,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,-,undefined,1019,6,13.132,undefined,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,-,undefined,1092,8,9.538,undefined,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,BACKPACK-APPLICATION,Hand operated sprayer,1092,5,13.101,Hand operated sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,CROP-TREATMENT-BY-JETTING,Boom sprayer,1092,6,19.52,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,HIGH-TRACTOR,Boom sprayer,1092,1,3.594,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,IN-FURROW,Soil incorporation,1092,1,1.084,Soil incorporation,soil,middle/late crop stage?
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,STRIP-TREATMENT,Boom sprayer,1092,3,14.724,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,TRACTOR-APPLICATION,Boom sprayer,1092,10,40.562,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1129-LEAF/STEM-DEV.,TRACTOR-APPLICATION,Boom sprayer,1019,2,0.048,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1218-2-8.LEAF,HELICOPTER/AIRPLANE,Aerial application,1019,4,1.249,Aerial application,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1218-2-8.LEAF,HIGH-TRACTOR,Boom sprayer,1019,8,16.979,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1218-2-8.LEAF,TRACTOR-APPLICATION,Boom sprayer,1019,8,12.882,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1939-STEM-ELONGAT.,HIGH-TRACTOR,Boom sprayer,2029,10,10.82,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1939-STEM-ELONGAT.,TRACTOR-APPLICATION,Boom sprayer,2029,10,9.013,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,4055-TUBER-FORMATION,TRACTOR-APPLICATION,Boom sprayer,4049,2,0.235,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,5059-PRE-FLOWERING,BACKPACK-APPLICATION,Hand operated sprayer,5059,2,0.307,Hand operated sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,5059-PRE-FLOWERING,TRACTOR-APPLICATION,Boom sprayer,5059,2,1.122,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,S3236-2.NODE-6.NODE-SPR-CER,HIGH-TRACTOR,Boom sprayer,3039,2,0.015,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,S4049-BOOTING-SPR-CER,HIGH-TRACTOR,Boom sprayer,4049,2,0.583,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 PRE-EM,0009-PRE-EM,-,undefined,9,4,5.005,undefined,undefined,pre treatment
OTHERS,GROWTH-REGULATORS-ACTIV,2 PRE-EM,0009-PRE-EM,BACKPACK-APPLICATION,Hand operated sprayer,9,3,11.804,Hand operated sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 PRE-EM,0009-PRE-EM,BAIT,Boom sprayer,9,1,0.203,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 PRE-EM,0009-PRE-EM,CROP-TREATMENT-BY-JETTING,Boom sprayer,9,4,13.077,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 PRE-EM,0009-PRE-EM,HIGH-TRACTOR,Boom sprayer,9,2,0.502,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 PRE-EM,0009-PRE-EM,IN-FURROW,Soil incorporation,9,1,0.294,Soil incorporation,soil,
OTHERS,GROWTH-REGULATORS-ACTIV,2 PRE-EM,0009-PRE-EM,STRIP-TREATMENT,Boom sprayer,9,3,22.519,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,2 PRE-EM,0009-PRE-EM,TRACTOR-APPLICATION,Boom sprayer,9,11,24.296,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,21 FOLIAR-TREATMENT,1012-COTYL-2.LEAF-CORN,HIGH-TRACTOR,Boom sprayer,1019,2,0.171,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,21 FOLIAR-TREATMENT,1012-COTYL-2.LEAF-CORN,TRACTOR-APPLICATION,Boom sprayer,1019,6,0.056,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,21 FOLIAR-TREATMENT,1316-3.-6.LEAF-CORN,HIGH-TRACTOR,Boom sprayer,1019,30,2.533,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,21 FOLIAR-TREATMENT,1316-3.-6.LEAF-CORN,TRACTOR-APPLICATION,Boom sprayer,1019,6,0.206,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,21 FOLIAR-TREATMENT,1790-7.LEAF-LATER-CORN,HIGH-TRACTOR,Boom sprayer,1092,20,0.367,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,21 FOLIAR-TREATMENT,1790-7.LEAF-LATER-CORN,TRACTOR-APPLICATION,Boom sprayer,1092,34,1.912,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,3 EAR-TREATMENT,5059-EAR-EMERGED,TRACTOR-APPLICATION,Boom sprayer,5059,4,0.374,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,3 EAR-TREATMENT,6169-FLOWERING,HELICOPTER/AIRPLANE,Aerial application,6069,8,1.582,Aerial application,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,3 EAR-TREATMENT,6169-FLOWERING,HIGH-TRACTOR,Boom sprayer,6069,10,14.365,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,3 EAR-TREATMENT,6169-FLOWERING,TRACTOR-APPLICATION,Boom sprayer,6069,8,5.84,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,3 EAR-TREATMENT,7192-POST-FLOWERING,BACKPACK-APPLICATION,Hand operated sprayer,7079,2,0.132,Hand operated sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,3 EAR-TREATMENT,7192-POST-FLOWERING,TRACTOR-APPLICATION,Boom sprayer,7079,2,0.327,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,3 EAR-TREATMENT,S5059-INFLORESCENCE-SPR-CER,HIGH-TRACTOR,Boom sprayer,5059,2,0.114,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,3 FLOWERING,5069-FLOWERING,BACKPACK-APPLICATION,Hand operated sprayer,5059,2,0.069,Hand operated sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,3 FLOWERING,6070-FLOWERING,BAIT,Boom sprayer,6069,1,0.006,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,7089-RIPENING,HIGH-TRACTOR,Boom sprayer,7079,6,9.031,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,7089-RIPENING,TRACTOR-APPLICATION,Boom sprayer,7079,8,4.781,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,7172-EARLY-SUMMER,BAIT,Boom sprayer,7079,1,0.405,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,7172-FRUIT-UP-TO-2CM,-,undefined,7079,3,0.905,undefined,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,7375-BERRIES-PEA-SIZ,BACKPACK-APPLICATION,Hand operated sprayer,7079,2,0.59,Hand operated sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,7375-BERRIES-PEA-SIZ,TRACTOR-APPLICATION,Boom sprayer,7079,2,1.535,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,7379-FRUIT-FROM-2CM,-,undefined,7079,3,0.341,undefined,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,8189-RIPENING,-,undefined,8089,3,0.021,undefined,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,8190-RIPENING,BACKPACK-APPLICATION,Hand operated sprayer,8089,1,0.495,Hand operated sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,8190-RIPENING,BROAD,Boom sprayer,8089,2,0.179,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,91 AT-HARVEST,AT-HARVEST,BAIT,Boom sprayer,9099,1,0.001,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,92 POST-HARVEST,9900-POST-HARVEST,BROAD,Boom sprayer,9900,1,0.006,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,99 UNDEFINED,9999-UNDEFINED,-,undefined,NA,212,630.98,undefined,undefined,
OTHERS,GROWTH-REGULATORS-ACTIV,99 UNDEFINED,9999-UNDEFINED,FOLIAR-TREATMENT,Boom sprayer,NA,2,10.799,Boom sprayer,crop,
OTHERS,GROWTH-REGULATORS-ACTIV,99 UNDEFINED,9999-UNDEFINED,SEED-TREATMENT,Seed treatment,NA,40,4.982,Seed treatment,seed,
OTHERS,HERBICIDES-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,-,undefined,9,13,268.955,undefined,undefined,pre treatment
OTHERS,HERBICIDES-ACTIV,02 WINTER-TREATMENT,0000-WINTER-TREATM,BOARDER-TREATMENT,Boom sprayer,9,1,0.008,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,02 WINTER-TREATMENT,0000-WINTER-TREATM,SPRAYING,Boom sprayer,9,1,0.063,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A1012-POST-EM-EARLY 1-AUT-CER,-,undefined,1019,2,1.234,undefined,crop,
OTHERS,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A1014-LEAF-DEV.-EARLY-AUT-OSR,BROAD,Boom sprayer,1019,1,0.189,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S1421-TILLERING-EARLY-SPR-CER,BROAD,Boom sprayer,1019,1,0.123,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S2229-TILLERING-SPR-CER,BROAD,Boom sprayer,2029,2,0.024,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,1 PRE-PLANT,0001-PRE/AT-PLANTING-CORN,-,undefined,9,4,10.376,undefined,undefined,pre treatment
OTHERS,HERBICIDES-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-CER,-,undefined,9,6,4.29,undefined,undefined,pre treatment
OTHERS,HERBICIDES-ACTIV,1 PRE-PLANT,S0001H-PRE/AT-PLANT-SPRING-OSR,-,undefined,9,1,2.229,undefined,undefined,pre treatment
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,0109-BUD-FORMATION,BOARDER-TREATMENT,Boom sprayer,9,1,0.008,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,0109-BUD-FORMATION,SPRAYING,Boom sprayer,9,1,0.046,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,-,undefined,1019,6,2.625,undefined,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,BOARDER-TREATMENT,Boom sprayer,1019,2,0.02,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,-,undefined,1092,10,10.794,undefined,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,BACKPACK-APPLICATION,Hand operated sprayer,1092,1,0.007,Hand operated sprayer,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,DRIP-IRRIGATION,Soil incorporation,1092,1,0.003,Boom sprayer,soil,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,SPRAY:OTHERS,Boom sprayer,1092,1,0.2,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,TRACTOR-APPLICATION,Boom sprayer,1092,1,0.074,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,1939-STEM-ELONGAT.,-,undefined,2029,4,34.375,undefined,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,A3131-1.NODE-AUT-CER,-,undefined,3039,4,3.605,undefined,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,A3739-FLAG-LEAF-VISIB-AUT-CER,-,undefined,3039,2,1.355,undefined,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,A4049-BOOTING-AUT-CER,-,undefined,4049,4,3.965,undefined,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,S3030-STEM-ELONG.-1CM-SPR-CER,BROAD,Boom sprayer,3039,3,0.034,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,2 LEAF-TREATMENT,S3739-FLAG-LEAF-VISIB-SPR-CER,BROAD,Boom sprayer,3039,1,0.11,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,2 PRE-EM,0009-PRE-EM,-,undefined,9,3,96.678,undefined,undefined,pre treatment
OTHERS,HERBICIDES-ACTIV,2 PRE-EM,0109-PRE-EM-CORN,-,undefined,9,2,4.887,undefined,undefined,pre treatment
OTHERS,HERBICIDES-ACTIV,2 PRE-EM,A0109-PRE-EM-AUTUMN-OSR,BROAD,Boom sprayer,9,1,0.223,Boom sprayer,crop,
OTHERS,HERBICIDES-ACTIV,2 PRE-EM,S0109H-PRE-EM-SPRING-OSR,-,undefined,9,1,9.731,undefined,undefined,pre treatment
OTHERS,HERBICIDES-ACTIV,21 FOLIAR-TREATMENT,0009-BUDDING,-,undefined,9,2,0.011,undefined,undefined,pre treatment
OTHERS,HERBICIDES-ACTIV,21 FOLIAR-TREATMENT,1012-COTYL-2.LEAF-CORN,-,undefined,1019,2,1.286,undefined,crop,
OTHERS,HERBICIDES-ACTIV,21 FOLIAR-TREATMENT,1790-7.LEAF-LATER-CORN,-,undefined,1092,6,5.922,undefined,crop,
OTHERS,HERBICIDES-ACTIV,22 PRE-FLOWERING,4159-INFLORESCENCE,-,undefined,4049,9,25.788,undefined,crop,
OTHERS,HERBICIDES-ACTIV,22 PRE-FLOWERING,4159-INFLORESCENCE,BOARDER-TREATMENT,Boom sprayer,4049,2,0.02,Boom sprayer,crop,
